id,week_number,attendance,assignment,marks,comments,user
79632,2,85,98,50,Week 2 good.,7965
79633,3,95,73,83,Week 3 good.,7965
79634,4,92,98,77,Week 4 good.,7965
79635,5,83,88,95,Week 5 good.,7965
79636,6,83,85,74,Week 6 good.,7965
79637,7,82,61,79,Week 7 good.,7965
79638,8,100,82,52,Week 8 good.,7965
79639,9,87,98,78,Week 9 good.,7965
79640,10,97,92,59,Week 10 good.,7965
79641,1,95,77,73,Week 1 good.,7966
79642,2,85,70,91,Week 2 good.,7966
79643,3,97,84,67,Week 3 good.,7966
79644,4,81,87,79,Week 4 good.,7966
79645,5,85,95,72,Week 5 good.,7966
79646,6,84,61,83,Week 6 good.,7966
79647,7,98,89,84,Week 7 good.,7966
79648,8,90,73,53,Week 8 good.,7966
79649,9,96,90,69,Week 9 good.,7966
79650,10,90,94,55,Week 10 good.,7966
79651,1,98,97,73,Week 1 good.,7967
79652,2,89,74,54,Week 2 good.,7967
79653,3,88,67,88,Week 3 good.,7967
79654,4,99,71,83,Week 4 good.,7967
79655,5,85,90,88,Week 5 good.,7967
79656,6,92,80,92,Week 6 good.,7967
79657,7,84,88,70,Week 7 good.,7967
79658,8,87,70,60,Week 8 good.,7967
79659,9,84,90,54,Week 9 good.,7967
79660,10,87,79,75,Week 10 good.,7967
79661,1,98,88,67,Week 1 good.,7968
79662,2,83,67,87,Week 2 good.,7968
79663,3,91,70,77,Week 3 good.,7968
79664,4,81,84,56,Week 4 good.,7968
79665,5,92,82,89,Week 5 good.,7968
79666,6,84,63,72,Week 6 good.,7968
79667,7,98,78,55,Week 7 good.,7968
79668,8,86,83,89,Week 8 good.,7968
79669,9,84,82,73,Week 9 good.,7968
79670,10,82,90,58,Week 10 good.,7968
79671,1,96,76,83,Week 1 good.,7969
79672,2,89,82,80,Week 2 good.,7969
79673,3,85,96,64,Week 3 good.,7969
79674,4,95,96,64,Week 4 good.,7969
79675,5,90,87,97,Week 5 good.,7969
79676,6,90,73,66,Week 6 good.,7969
79677,7,89,90,52,Week 7 good.,7969
79678,8,100,62,56,Week 8 good.,7969
79679,9,100,76,60,Week 9 good.,7969
79680,10,82,69,71,Week 10 good.,7969
79681,1,100,76,60,Week 1 good.,7970
79682,2,94,100,97,Week 2 good.,7970
79683,3,84,86,86,Week 3 good.,7970
79684,4,82,61,64,Week 4 good.,7970
79685,5,81,88,91,Week 5 good.,7970
79686,6,83,84,76,Week 6 good.,7970
79687,7,81,98,86,Week 7 good.,7970
79688,8,93,80,79,Week 8 good.,7970
79689,9,94,63,63,Week 9 good.,7970
79690,10,87,67,69,Week 10 good.,7970
79691,1,82,72,72,Week 1 good.,7971
79692,2,85,60,56,Week 2 good.,7971
79693,3,86,68,64,Week 3 good.,7971
79694,4,93,74,61,Week 4 good.,7971
79695,5,94,77,82,Week 5 good.,7971
79696,6,90,85,63,Week 6 good.,7971
79697,7,97,72,62,Week 7 good.,7971
79698,8,100,84,66,Week 8 good.,7971
79699,9,98,61,71,Week 9 good.,7971
79700,10,98,90,84,Week 10 good.,7971
79701,1,80,88,89,Week 1 good.,7972
79702,2,81,61,79,Week 2 good.,7972
79703,3,82,78,96,Week 3 good.,7972
79704,4,84,84,67,Week 4 good.,7972
79705,5,99,70,77,Week 5 good.,7972
79706,6,83,91,75,Week 6 good.,7972
79707,7,80,75,90,Week 7 good.,7972
79708,8,99,62,88,Week 8 good.,7972
79709,9,86,66,83,Week 9 good.,7972
79710,10,98,79,69,Week 10 good.,7972
79711,1,84,91,60,Week 1 good.,7973
79712,2,91,85,55,Week 2 good.,7973
79713,3,98,82,87,Week 3 good.,7973
79714,4,91,86,50,Week 4 good.,7973
79715,5,97,70,76,Week 5 good.,7973
79716,6,93,80,91,Week 6 good.,7973
79717,7,81,89,76,Week 7 good.,7973
79718,8,89,64,87,Week 8 good.,7973
79719,9,96,88,80,Week 9 good.,7973
79720,10,99,85,58,Week 10 good.,7973
79721,1,84,82,74,Week 1 good.,7974
79722,2,97,60,60,Week 2 good.,7974
79723,3,87,100,98,Week 3 good.,7974
79724,4,93,83,51,Week 4 good.,7974
79725,5,88,62,90,Week 5 good.,7974
79726,6,97,71,76,Week 6 good.,7974
79727,7,99,67,87,Week 7 good.,7974
79728,8,83,83,57,Week 8 good.,7974
79729,9,82,90,94,Week 9 good.,7974
79730,10,95,97,85,Week 10 good.,7974
79731,1,95,64,76,Week 1 good.,7975
79732,2,100,75,53,Week 2 good.,7975
79733,3,97,75,69,Week 3 good.,7975
79734,4,99,68,80,Week 4 good.,7975
79735,5,99,96,54,Week 5 good.,7975
79736,6,100,71,88,Week 6 good.,7975
79737,7,91,89,87,Week 7 good.,7975
79738,8,87,96,72,Week 8 good.,7975
79739,9,80,71,76,Week 9 good.,7975
79740,10,89,86,74,Week 10 good.,7975
79741,1,98,67,74,Week 1 good.,7976
79742,2,93,83,64,Week 2 good.,7976
79743,3,86,91,70,Week 3 good.,7976
79744,4,97,75,67,Week 4 good.,7976
79745,5,99,88,84,Week 5 good.,7976
79746,6,81,75,99,Week 6 good.,7976
79747,7,84,82,62,Week 7 good.,7976
79748,8,81,60,93,Week 8 good.,7976
79749,9,96,87,61,Week 9 good.,7976
79750,10,87,63,83,Week 10 good.,7976
79751,1,84,71,89,Week 1 good.,7977
79752,2,97,94,88,Week 2 good.,7977
79753,3,98,100,72,Week 3 good.,7977
79754,4,98,61,94,Week 4 good.,7977
79755,5,85,89,70,Week 5 good.,7977
79756,6,97,91,80,Week 6 good.,7977
79757,7,86,63,87,Week 7 good.,7977
79758,8,98,99,61,Week 8 good.,7977
79759,9,84,64,63,Week 9 good.,7977
79760,10,97,74,53,Week 10 good.,7977
79761,1,97,62,55,Week 1 good.,7978
79762,2,95,72,75,Week 2 good.,7978
79763,3,85,94,99,Week 3 good.,7978
79764,4,86,71,87,Week 4 good.,7978
79765,5,91,81,67,Week 5 good.,7978
79766,6,82,84,56,Week 6 good.,7978
79767,7,86,90,69,Week 7 good.,7978
79768,8,90,82,85,Week 8 good.,7978
79769,9,93,98,96,Week 9 good.,7978
79770,10,90,83,56,Week 10 good.,7978
79771,1,94,86,87,Week 1 good.,7979
79772,2,83,86,90,Week 2 good.,7979
79773,3,87,71,69,Week 3 good.,7979
79774,4,91,89,73,Week 4 good.,7979
79775,5,86,63,71,Week 5 good.,7979
79776,6,87,66,57,Week 6 good.,7979
79777,7,88,78,85,Week 7 good.,7979
79778,8,85,86,96,Week 8 good.,7979
79779,9,100,89,50,Week 9 good.,7979
79780,10,99,67,95,Week 10 good.,7979
79781,1,87,71,66,Week 1 good.,7980
79782,2,95,68,66,Week 2 good.,7980
79783,3,84,91,79,Week 3 good.,7980
79784,4,83,86,54,Week 4 good.,7980
79785,5,92,86,73,Week 5 good.,7980
79786,6,81,87,81,Week 6 good.,7980
79787,7,89,60,99,Week 7 good.,7980
79788,8,98,79,57,Week 8 good.,7980
79789,9,86,61,77,Week 9 good.,7980
79790,10,90,70,76,Week 10 good.,7980
79791,1,80,61,81,Week 1 good.,7981
79792,2,99,73,76,Week 2 good.,7981
79793,3,92,89,59,Week 3 good.,7981
79794,4,86,70,58,Week 4 good.,7981
79795,5,95,78,95,Week 5 good.,7981
79796,6,87,65,74,Week 6 good.,7981
79797,7,95,81,71,Week 7 good.,7981
79798,8,83,88,74,Week 8 good.,7981
79799,9,93,67,93,Week 9 good.,7981
79800,10,85,66,85,Week 10 good.,7981
79801,1,91,89,64,Week 1 good.,7982
79802,2,96,90,95,Week 2 good.,7982
79803,3,93,80,58,Week 3 good.,7982
79804,4,98,83,69,Week 4 good.,7982
79805,5,81,60,99,Week 5 good.,7982
79806,6,86,72,74,Week 6 good.,7982
79807,7,93,76,84,Week 7 good.,7982
79808,8,98,66,94,Week 8 good.,7982
79809,9,85,70,57,Week 9 good.,7982
79810,10,97,87,97,Week 10 good.,7982
79811,1,80,85,62,Week 1 good.,7983
79812,2,81,100,66,Week 2 good.,7983
79813,3,96,79,86,Week 3 good.,7983
79814,4,81,60,62,Week 4 good.,7983
79815,5,86,94,58,Week 5 good.,7983
79816,6,98,72,70,Week 6 good.,7983
79817,7,88,60,65,Week 7 good.,7983
79818,8,81,60,87,Week 8 good.,7983
79819,9,93,82,53,Week 9 good.,7983
79820,10,87,75,78,Week 10 good.,7983
79821,1,100,78,100,Week 1 good.,7984
79822,2,80,96,55,Week 2 good.,7984
79823,3,96,96,62,Week 3 good.,7984
79824,4,97,60,93,Week 4 good.,7984
79825,5,94,72,81,Week 5 good.,7984
79826,6,100,90,94,Week 6 good.,7984
79827,7,95,98,82,Week 7 good.,7984
79828,8,100,83,92,Week 8 good.,7984
79829,9,88,71,86,Week 9 good.,7984
79830,10,92,63,91,Week 10 good.,7984
79831,1,80,63,61,Week 1 good.,7985
79832,2,92,92,71,Week 2 good.,7985
79833,3,88,93,53,Week 3 good.,7985
79834,4,80,76,54,Week 4 good.,7985
79835,5,87,62,92,Week 5 good.,7985
79836,6,83,61,89,Week 6 good.,7985
79837,7,92,60,68,Week 7 good.,7985
79838,8,97,61,52,Week 8 good.,7985
79839,9,98,64,73,Week 9 good.,7985
79840,10,94,62,57,Week 10 good.,7985
79841,1,86,60,79,Week 1 good.,7986
79842,2,91,86,89,Week 2 good.,7986
79843,3,91,69,54,Week 3 good.,7986
79844,4,87,89,77,Week 4 good.,7986
79845,5,88,73,73,Week 5 good.,7986
79846,6,90,69,68,Week 6 good.,7986
79847,7,89,67,99,Week 7 good.,7986
79848,8,91,68,76,Week 8 good.,7986
79849,9,92,88,58,Week 9 good.,7986
79850,10,98,86,64,Week 10 good.,7986
79851,1,98,74,92,Week 1 good.,7987
79852,2,87,95,63,Week 2 good.,7987
79853,3,83,64,93,Week 3 good.,7987
79854,4,100,87,61,Week 4 good.,7987
79855,5,87,100,93,Week 5 good.,7987
79856,6,96,71,74,Week 6 good.,7987
79857,7,80,72,91,Week 7 good.,7987
79858,8,84,76,83,Week 8 good.,7987
79859,9,92,67,98,Week 9 good.,7987
79860,10,97,69,59,Week 10 good.,7987
79861,1,85,69,60,Week 1 good.,7988
79862,2,90,81,87,Week 2 good.,7988
79863,3,87,74,93,Week 3 good.,7988
79864,4,89,99,74,Week 4 good.,7988
79865,5,87,90,70,Week 5 good.,7988
79866,6,83,73,73,Week 6 good.,7988
79867,7,93,70,74,Week 7 good.,7988
79868,8,87,92,96,Week 8 good.,7988
79869,9,86,83,81,Week 9 good.,7988
79870,10,93,80,97,Week 10 good.,7988
79871,1,94,60,63,Week 1 good.,7989
79872,2,86,94,82,Week 2 good.,7989
79873,3,86,93,73,Week 3 good.,7989
79874,4,99,98,56,Week 4 good.,7989
79875,5,96,84,69,Week 5 good.,7989
79876,6,99,77,70,Week 6 good.,7989
79877,7,88,68,96,Week 7 good.,7989
79878,8,95,78,67,Week 8 good.,7989
79879,9,100,75,70,Week 9 good.,7989
79880,10,88,68,78,Week 10 good.,7989
79881,1,98,76,57,Week 1 good.,7990
79882,2,83,99,99,Week 2 good.,7990
79883,3,80,84,71,Week 3 good.,7990
79884,4,91,94,70,Week 4 good.,7990
79885,5,98,95,53,Week 5 good.,7990
79886,6,90,99,86,Week 6 good.,7990
79887,7,82,63,80,Week 7 good.,7990
79888,8,95,82,52,Week 8 good.,7990
79889,9,91,92,69,Week 9 good.,7990
79890,10,83,69,63,Week 10 good.,7990
79891,1,97,90,84,Week 1 good.,7991
79892,2,93,88,52,Week 2 good.,7991
79893,3,83,89,56,Week 3 good.,7991
79894,4,88,70,85,Week 4 good.,7991
79895,5,95,79,71,Week 5 good.,7991
79896,6,81,87,75,Week 6 good.,7991
79897,7,93,94,50,Week 7 good.,7991
79898,8,90,89,61,Week 8 good.,7991
79899,9,80,88,97,Week 9 good.,7991
79900,10,88,67,90,Week 10 good.,7991
79901,1,81,77,91,Week 1 good.,7992
79902,2,85,72,67,Week 2 good.,7992
79903,3,90,87,50,Week 3 good.,7992
79904,4,96,90,53,Week 4 good.,7992
79905,5,96,66,96,Week 5 good.,7992
79906,6,88,78,81,Week 6 good.,7992
79907,7,96,67,50,Week 7 good.,7992
79908,8,99,61,76,Week 8 good.,7992
79909,9,93,79,63,Week 9 good.,7992
79910,10,82,62,97,Week 10 good.,7992
79911,1,98,100,85,Week 1 good.,7993
79912,2,92,84,57,Week 2 good.,7993
79913,3,92,85,68,Week 3 good.,7993
79914,4,85,85,51,Week 4 good.,7993
79915,5,81,93,95,Week 5 good.,7993
79916,6,85,86,82,Week 6 good.,7993
79917,7,98,91,91,Week 7 good.,7993
79918,8,92,93,61,Week 8 good.,7993
79919,9,94,76,92,Week 9 good.,7993
79920,10,94,99,92,Week 10 good.,7993
79921,1,98,89,59,Week 1 good.,7994
79922,2,86,83,82,Week 2 good.,7994
79923,3,91,70,96,Week 3 good.,7994
79924,4,92,63,90,Week 4 good.,7994
79925,5,100,85,64,Week 5 good.,7994
79926,6,81,88,61,Week 6 good.,7994
79927,7,85,74,93,Week 7 good.,7994
79928,8,83,93,55,Week 8 good.,7994
79929,9,84,95,66,Week 9 good.,7994
79930,10,96,68,64,Week 10 good.,7994
79931,1,81,82,72,Week 1 good.,7995
79932,2,99,82,98,Week 2 good.,7995
79933,3,99,68,78,Week 3 good.,7995
79934,4,81,79,53,Week 4 good.,7995
79935,5,95,89,79,Week 5 good.,7995
79936,6,93,60,81,Week 6 good.,7995
79937,7,86,67,90,Week 7 good.,7995
79938,8,89,60,96,Week 8 good.,7995
79939,9,97,67,72,Week 9 good.,7995
79940,10,91,72,65,Week 10 good.,7995
79941,1,91,83,70,Week 1 good.,7996
79942,2,85,69,65,Week 2 good.,7996
79943,3,92,94,64,Week 3 good.,7996
79944,4,86,61,67,Week 4 good.,7996
79945,5,95,71,65,Week 5 good.,7996
79946,6,93,81,88,Week 6 good.,7996
79947,7,89,76,57,Week 7 good.,7996
79948,8,91,82,81,Week 8 good.,7996
79949,9,84,83,87,Week 9 good.,7996
79950,10,84,74,52,Week 10 good.,7996
79951,1,87,69,80,Week 1 good.,7997
79952,2,97,61,97,Week 2 good.,7997
79953,3,84,84,95,Week 3 good.,7997
79954,4,83,68,97,Week 4 good.,7997
79955,5,95,76,87,Week 5 good.,7997
79956,6,94,82,73,Week 6 good.,7997
79957,7,88,67,77,Week 7 good.,7997
79958,8,98,88,95,Week 8 good.,7997
79959,9,90,76,66,Week 9 good.,7997
79960,10,84,100,53,Week 10 good.,7997
79961,1,98,84,83,Week 1 good.,7998
79962,2,95,63,96,Week 2 good.,7998
79963,3,95,81,52,Week 3 good.,7998
79964,4,95,98,75,Week 4 good.,7998
79965,5,98,63,61,Week 5 good.,7998
79966,6,87,84,96,Week 6 good.,7998
79967,7,99,68,94,Week 7 good.,7998
79968,8,80,64,57,Week 8 good.,7998
79969,9,86,71,77,Week 9 good.,7998
79970,10,82,64,87,Week 10 good.,7998
79971,1,93,100,80,Week 1 good.,7999
79972,2,99,64,92,Week 2 good.,7999
79973,3,89,81,68,Week 3 good.,7999
79974,4,90,77,89,Week 4 good.,7999
79975,5,92,77,94,Week 5 good.,7999
79976,6,83,62,97,Week 6 good.,7999
79977,7,88,77,60,Week 7 good.,7999
79978,8,80,66,92,Week 8 good.,7999
79979,9,92,74,54,Week 9 good.,7999
79980,10,88,64,82,Week 10 good.,7999
79981,1,85,68,57,Week 1 good.,8000
79982,2,82,88,94,Week 2 good.,8000
79983,3,90,78,70,Week 3 good.,8000
79984,4,86,63,82,Week 4 good.,8000
79985,5,80,61,78,Week 5 good.,8000
79986,6,86,92,89,Week 6 good.,8000
79987,7,96,71,63,Week 7 good.,8000
79988,8,85,71,74,Week 8 good.,8000
79989,9,99,62,100,Week 9 good.,8000
79990,10,92,77,98,Week 10 good.,8000
79991,1,90,83,96,Week 1 good.,8001
79992,2,84,88,85,Week 2 good.,8001
79993,3,80,97,70,Week 3 good.,8001
79994,4,85,85,60,Week 4 good.,8001
79995,5,80,79,79,Week 5 good.,8001
79996,6,94,98,60,Week 6 good.,8001
79997,7,95,84,75,Week 7 good.,8001
79998,8,84,98,54,Week 8 good.,8001
79999,9,88,97,82,Week 9 good.,8001
80000,10,97,85,93,Week 10 good.,8001
80001,1,97,62,79,Week 1 good.,8002
80002,2,89,68,84,Week 2 good.,8002
80003,3,100,65,91,Week 3 good.,8002
80004,4,100,87,76,Week 4 good.,8002
80005,5,80,79,71,Week 5 good.,8002
80006,6,89,74,84,Week 6 good.,8002
80007,7,90,83,81,Week 7 good.,8002
80008,8,93,92,59,Week 8 good.,8002
80009,9,85,72,69,Week 9 good.,8002
80010,10,91,93,56,Week 10 good.,8002
80011,1,91,89,50,Week 1 good.,8003
80012,2,86,72,79,Week 2 good.,8003
80013,3,96,72,93,Week 3 good.,8003
80014,4,98,65,85,Week 4 good.,8003
80015,5,94,74,69,Week 5 good.,8003
80016,6,88,97,99,Week 6 good.,8003
80017,7,100,93,90,Week 7 good.,8003
80018,8,90,60,90,Week 8 good.,8003
80019,9,93,85,90,Week 9 good.,8003
80020,10,88,71,96,Week 10 good.,8003
80021,1,84,70,71,Week 1 good.,8004
80022,2,85,73,77,Week 2 good.,8004
80023,3,87,73,93,Week 3 good.,8004
80024,4,80,96,65,Week 4 good.,8004
80025,5,84,68,67,Week 5 good.,8004
80026,6,100,93,69,Week 6 good.,8004
80027,7,96,72,59,Week 7 good.,8004
80028,8,86,84,75,Week 8 good.,8004
80029,9,96,86,82,Week 9 good.,8004
80030,10,83,95,56,Week 10 good.,8004
80031,1,100,62,79,Week 1 good.,8005
80032,2,85,88,64,Week 2 good.,8005
80033,3,91,72,91,Week 3 good.,8005
80034,4,80,68,88,Week 4 good.,8005
80035,5,95,88,58,Week 5 good.,8005
80036,6,86,96,82,Week 6 good.,8005
80037,7,88,85,80,Week 7 good.,8005
80038,8,100,75,61,Week 8 good.,8005
80039,9,92,92,63,Week 9 good.,8005
80040,10,85,98,70,Week 10 good.,8005
80041,1,82,76,80,Week 1 good.,8006
80042,2,84,64,53,Week 2 good.,8006
80043,3,82,93,60,Week 3 good.,8006
80044,4,83,69,59,Week 4 good.,8006
80045,5,95,92,95,Week 5 good.,8006
80046,6,94,81,86,Week 6 good.,8006
80047,7,95,72,56,Week 7 good.,8006
80048,8,82,81,71,Week 8 good.,8006
80049,9,96,85,98,Week 9 good.,8006
80050,10,93,63,51,Week 10 good.,8006
80051,1,99,92,63,Week 1 good.,8007
80052,2,100,70,62,Week 2 good.,8007
80053,3,87,86,92,Week 3 good.,8007
80054,4,87,99,96,Week 4 good.,8007
80055,5,84,69,50,Week 5 good.,8007
80056,6,98,70,99,Week 6 good.,8007
80057,7,90,62,62,Week 7 good.,8007
80058,8,96,81,90,Week 8 good.,8007
80059,9,86,73,60,Week 9 good.,8007
80060,10,94,94,65,Week 10 good.,8007
80061,1,83,63,88,Week 1 good.,8008
80062,2,99,83,64,Week 2 good.,8008
80063,3,89,95,84,Week 3 good.,8008
80064,4,87,69,88,Week 4 good.,8008
80065,5,87,73,56,Week 5 good.,8008
80066,6,88,87,100,Week 6 good.,8008
80067,7,98,95,86,Week 7 good.,8008
80068,8,84,93,99,Week 8 good.,8008
80069,9,92,87,79,Week 9 good.,8008
80070,10,88,89,67,Week 10 good.,8008
80071,1,97,87,65,Week 1 good.,8009
80072,2,96,78,79,Week 2 good.,8009
80073,3,81,81,70,Week 3 good.,8009
80074,4,98,72,78,Week 4 good.,8009
80075,5,98,80,67,Week 5 good.,8009
80076,6,93,62,80,Week 6 good.,8009
80077,7,80,74,88,Week 7 good.,8009
80078,8,86,84,60,Week 8 good.,8009
80079,9,91,82,52,Week 9 good.,8009
80080,10,94,92,57,Week 10 good.,8009
80081,1,99,77,97,Week 1 good.,8010
80082,2,87,97,64,Week 2 good.,8010
80083,3,92,87,81,Week 3 good.,8010
80084,4,82,60,91,Week 4 good.,8010
80085,5,85,67,83,Week 5 good.,8010
80086,6,100,94,52,Week 6 good.,8010
80087,7,96,85,61,Week 7 good.,8010
80088,8,88,82,68,Week 8 good.,8010
80089,9,80,90,82,Week 9 good.,8010
80090,10,80,67,59,Week 10 good.,8010
80091,1,81,88,58,Week 1 good.,8011
80092,2,93,87,79,Week 2 good.,8011
80093,3,89,86,84,Week 3 good.,8011
80094,4,87,73,77,Week 4 good.,8011
80095,5,87,98,64,Week 5 good.,8011
80096,6,100,71,60,Week 6 good.,8011
80097,7,94,96,95,Week 7 good.,8011
80098,8,96,62,90,Week 8 good.,8011
80099,9,91,63,75,Week 9 good.,8011
80100,10,80,79,53,Week 10 good.,8011
80101,1,97,67,55,Week 1 good.,8012
80102,2,90,90,91,Week 2 good.,8012
80103,3,90,95,51,Week 3 good.,8012
80104,4,91,77,51,Week 4 good.,8012
80105,5,83,99,58,Week 5 good.,8012
80106,6,91,81,77,Week 6 good.,8012
80107,7,81,62,94,Week 7 good.,8012
80108,8,87,87,56,Week 8 good.,8012
80109,9,97,97,56,Week 9 good.,8012
80110,10,85,86,94,Week 10 good.,8012
80111,1,93,81,68,Week 1 good.,8013
80112,2,85,96,79,Week 2 good.,8013
80113,3,97,74,56,Week 3 good.,8013
80114,4,89,97,97,Week 4 good.,8013
80115,5,87,99,92,Week 5 good.,8013
80116,6,92,70,60,Week 6 good.,8013
80117,7,95,71,60,Week 7 good.,8013
80118,8,84,74,89,Week 8 good.,8013
80119,9,93,60,69,Week 9 good.,8013
80120,10,100,81,69,Week 10 good.,8013
80121,1,80,63,85,Week 1 good.,8014
80122,2,89,83,56,Week 2 good.,8014
80123,3,85,69,71,Week 3 good.,8014
80124,4,97,86,55,Week 4 good.,8014
80125,5,92,77,61,Week 5 good.,8014
80126,6,88,64,96,Week 6 good.,8014
80127,7,87,78,56,Week 7 good.,8014
80128,8,80,83,81,Week 8 good.,8014
80129,9,99,81,72,Week 9 good.,8014
80130,10,92,95,75,Week 10 good.,8014
80131,1,81,89,82,Week 1 good.,8015
80132,2,91,73,83,Week 2 good.,8015
80133,3,98,61,83,Week 3 good.,8015
80134,4,100,67,57,Week 4 good.,8015
80135,5,85,98,88,Week 5 good.,8015
80136,6,88,99,70,Week 6 good.,8015
80137,7,93,85,51,Week 7 good.,8015
80138,8,82,70,74,Week 8 good.,8015
80139,9,83,69,85,Week 9 good.,8015
80140,10,85,77,50,Week 10 good.,8015
80141,1,82,61,59,Week 1 good.,8016
80142,2,90,75,91,Week 2 good.,8016
80143,3,82,68,72,Week 3 good.,8016
80144,4,85,96,57,Week 4 good.,8016
80145,5,96,82,76,Week 5 good.,8016
80146,6,99,84,64,Week 6 good.,8016
80147,7,90,85,55,Week 7 good.,8016
80148,8,97,87,80,Week 8 good.,8016
80149,9,96,84,80,Week 9 good.,8016
80150,10,84,74,78,Week 10 good.,8016
80151,1,82,67,100,Week 1 good.,8017
80152,2,92,61,93,Week 2 good.,8017
80153,3,81,78,84,Week 3 good.,8017
80154,4,86,92,96,Week 4 good.,8017
80155,5,87,93,85,Week 5 good.,8017
80156,6,86,87,94,Week 6 good.,8017
80157,7,94,93,83,Week 7 good.,8017
80158,8,98,97,94,Week 8 good.,8017
80159,9,87,98,90,Week 9 good.,8017
80160,10,80,64,71,Week 10 good.,8017
80161,1,84,67,52,Week 1 good.,8018
80162,2,94,84,96,Week 2 good.,8018
80163,3,97,100,99,Week 3 good.,8018
80164,4,98,88,61,Week 4 good.,8018
80165,5,80,95,58,Week 5 good.,8018
80166,6,95,73,84,Week 6 good.,8018
80167,7,90,67,70,Week 7 good.,8018
80168,8,86,99,95,Week 8 good.,8018
80169,9,89,95,92,Week 9 good.,8018
80170,10,99,69,73,Week 10 good.,8018
80171,1,87,65,70,Week 1 good.,8019
80172,2,98,63,76,Week 2 good.,8019
80173,3,100,70,79,Week 3 good.,8019
80174,4,99,94,63,Week 4 good.,8019
80175,5,91,94,66,Week 5 good.,8019
80176,6,92,79,52,Week 6 good.,8019
80177,7,97,76,63,Week 7 good.,8019
80178,8,99,83,85,Week 8 good.,8019
80179,9,80,73,100,Week 9 good.,8019
80180,10,82,90,73,Week 10 good.,8019
80181,1,97,82,80,Week 1 good.,8020
80182,2,92,62,62,Week 2 good.,8020
80183,3,90,62,61,Week 3 good.,8020
80184,4,84,61,58,Week 4 good.,8020
80185,5,81,78,67,Week 5 good.,8020
80186,6,98,61,74,Week 6 good.,8020
80187,7,94,68,56,Week 7 good.,8020
80188,8,86,77,61,Week 8 good.,8020
80189,9,80,70,88,Week 9 good.,8020
80190,10,87,79,90,Week 10 good.,8020
80191,1,86,88,93,Week 1 good.,8021
80192,2,89,64,74,Week 2 good.,8021
80193,3,99,79,83,Week 3 good.,8021
80194,4,99,82,95,Week 4 good.,8021
80195,5,87,71,64,Week 5 good.,8021
80196,6,92,96,62,Week 6 good.,8021
80197,7,83,71,84,Week 7 good.,8021
80198,8,82,86,90,Week 8 good.,8021
80199,9,81,97,73,Week 9 good.,8021
80200,10,80,63,83,Week 10 good.,8021
80201,1,82,61,75,Week 1 good.,8022
80202,2,82,85,96,Week 2 good.,8022
80203,3,89,92,56,Week 3 good.,8022
80204,4,99,71,50,Week 4 good.,8022
80205,5,94,84,90,Week 5 good.,8022
80206,6,85,61,74,Week 6 good.,8022
80207,7,97,65,67,Week 7 good.,8022
80208,8,97,92,69,Week 8 good.,8022
80209,9,97,72,79,Week 9 good.,8022
80210,10,100,77,71,Week 10 good.,8022
80211,1,99,95,59,Week 1 good.,8023
80212,2,80,96,83,Week 2 good.,8023
80213,3,86,60,90,Week 3 good.,8023
80214,4,92,80,94,Week 4 good.,8023
80215,5,88,74,93,Week 5 good.,8023
80216,6,96,90,66,Week 6 good.,8023
80217,7,95,73,87,Week 7 good.,8023
80218,8,99,86,73,Week 8 good.,8023
80219,9,95,97,62,Week 9 good.,8023
80220,10,88,82,90,Week 10 good.,8023
80221,1,99,75,50,Week 1 good.,8024
80222,2,85,93,92,Week 2 good.,8024
80223,3,86,68,75,Week 3 good.,8024
80224,4,92,68,80,Week 4 good.,8024
80225,5,83,72,62,Week 5 good.,8024
80226,6,87,61,99,Week 6 good.,8024
80227,7,84,69,78,Week 7 good.,8024
80228,8,92,76,62,Week 8 good.,8024
80229,9,97,79,63,Week 9 good.,8024
80230,10,90,83,93,Week 10 good.,8024
80231,1,82,78,93,Week 1 good.,8025
80232,2,90,65,81,Week 2 good.,8025
80233,3,87,78,96,Week 3 good.,8025
80234,4,99,97,90,Week 4 good.,8025
80235,5,83,60,63,Week 5 good.,8025
80236,6,83,75,52,Week 6 good.,8025
80237,7,99,87,75,Week 7 good.,8025
80238,8,94,80,93,Week 8 good.,8025
80239,9,99,61,51,Week 9 good.,8025
80240,10,83,100,89,Week 10 good.,8025
80241,1,99,66,61,Week 1 good.,8026
80242,2,94,73,56,Week 2 good.,8026
80243,3,95,66,85,Week 3 good.,8026
80244,4,80,88,96,Week 4 good.,8026
80245,5,100,71,91,Week 5 good.,8026
80246,6,88,77,94,Week 6 good.,8026
80247,7,91,62,92,Week 7 good.,8026
80248,8,80,76,92,Week 8 good.,8026
80249,9,83,66,91,Week 9 good.,8026
80250,10,97,76,53,Week 10 good.,8026
80251,1,99,75,77,Week 1 good.,8027
80252,2,90,89,59,Week 2 good.,8027
80253,3,88,90,53,Week 3 good.,8027
80254,4,91,76,85,Week 4 good.,8027
80255,5,80,72,82,Week 5 good.,8027
80256,6,81,69,93,Week 6 good.,8027
80257,7,81,60,51,Week 7 good.,8027
80258,8,86,80,64,Week 8 good.,8027
80259,9,83,77,88,Week 9 good.,8027
80260,10,95,100,54,Week 10 good.,8027
80261,1,90,76,73,Week 1 good.,8028
80262,2,83,77,67,Week 2 good.,8028
80263,3,82,94,52,Week 3 good.,8028
80264,4,89,97,84,Week 4 good.,8028
80265,5,83,67,62,Week 5 good.,8028
80266,6,95,92,70,Week 6 good.,8028
